pitch_velocity,batterId,pitcherId,batter_side,pitcher_side,pitch_movement_x,pitch_movement_y,plate_x,plate_y,bat_speed,swing_length,pitch_zone,outs,balls,strikes,bat_score,fld_score,launch_angle,launch_speed
94.0,680776,663893,L,L,1.15,-0.23,0.97,2.12,69.1,6.5,14,2,2,1,1,4,-56.0,78.6
97.8,686797,665795,L,R,-0.86,1.21,-0.05,2.89,66.5,6.5,2,0,0,2,0,3,65.0,80.3
98.8,657077,683003,L,R,-1.02,1.27,-0.05,2.15,69.4,6.0,5,0,1,1,0,0,37.0,82.8
94.4,663604,694297,R,R,-1.38,0.65,-1.22,3.2,59.1,4.8,11,2,0,1,1,6,28.0,49.0
85.5,543807,608371,R,R,1.14,0.47,0.88,3.11,70.8,7.7,12,1,2,2,2,0,28.0,98.5
89.5,690993,686752,L,R,0.13,1.02,0.36,2.88,78.6,6.4,6,1,0,0,0,0,66.0,80.8
89.9,656775,573186,L,R,-0.92,-0.06,-0.01,1.19,68.7,8.0,13,2,2,1,3,0,-8.0,96.0
95.1,519317,665152,R,R,-0.58,1.49,-0.08,2.97,80.3,8.0,5,1,2,2,1,2,71.0,81.3
94.9,571771,622608,R,R,-0.27,0.74,0.25,2.39,71.1,6.6,5,1,0,0,0,1,25.0,79.6
93.3,807799,671737,L,R,0.21,0.88,-0.45,2.79,60.4,5.9,1,2,1,0,0,0,22.0,89.1
99.4,663837,676979,R,L,0.97,1.08,-0.12,2.31,66.3,6.3,5,0,0,2,0,0,39.0,80.3
92.3,680718,670124,L,R,-0.95,1.38,0.24,2.84,74.6,7.8,5,1,1,0,4,9,75.0,90.8
92.5,664983,696131,L,R,-1.33,0.49,-1.04,2.32,66.7,6.8,13,1,0,1,3,1,-24.0,62.5
77.0,624424,571945,L,R,-0.86,1.04,-0.69,2.6,71.0,7.7,4,0,1,1,0,1,13.0,81.3
92.3,663757,676755,L,R,-0.84,1.67,-0.11,2.89,73.2,8.5,5,1,2,1,4,4,31.0,110.5
91.5,668939,805673,L,R,0.21,0.84,-0.01,2.21,70.2,6.9,5,0,2,2,0,0,-37.0,74.2
94.9,682177,681293,L,R,-0.66,1.23,0.1,3.19,69.1,6.3,2,1,0,2,0,5,16.0,80.0
95.2,671218,694297,R,R,-1.33,0.98,0.16,2.87,72.0,6.0,2,0,0,1,1,0,14.0,98.2
81.9,665489,670124,R,R,0.37,-1.06,-0.51,2.04,81.3,8.2,7,0,2,1,1,6,72.0,82.2
89.0,668670,681402,R,R,0.09,0.19,0.52,2.03,68.2,7.3,9,1,0,1,4,9,-20.0,69.7
91.2,519203,621199,L,R,-0.3,1.0,-0.34,2.11,66.1,6.5,7,1,1,2,10,0,-4.0,93.3
91.3,666139,682990,L,R,-1.39,0.48,-0.49,1.23,74.1,7.6,13,1,2,1,0,2,-60.0,57.2
91.1,670623,607259,R,R,-0.88,1.07,-0.17,2.27,64.8,6.5,5,0,0,1,1,0,28.0,84.4
76.5,656305,669467,R,R,0.74,-1.45,0.06,1.54,64.5,9.0,14,0,0,2,2,1,-74.0,29.0
89.4,669477,593958,R,L,-0.13,0.71,0.04,2.79,75.3,7.6,2,1,1,1,3,2,24.0,109.7
83.1,681393,684320,R,R,0.63,0.23,-0.23,2.06,74.1,8.0,8,0,1,1,0,0,14.0,78.6
89.0,683734,670046,R,L,0.68,1.37,0.37,1.82,74.5,8.1,9,2,0,0,7,0,1.0,107.4
86.7,592626,657277,L,R,-0.62,-0.44,0.63,1.24,79.1,7.7,14,0,0,1,0,0,-4.0,99.1
83.7,696285,666142,R,L,1.51,0.99,1.16,1.69,53.9,7.2,14,2,1,2,0,0,27.0,57.4
90.9,608348,666171,R,R,0.56,0.36,0.22,2.76,72.1,6.8,5,2,1,0,3,7,52.0,83.5
87.2,663662,674003,R,L,0.08,1.46,-0.17,2.48,74.0,6.3,5,0,1,1,1,5,44.0,80.2
84.6,686823,669854,L,R,-1.11,0.21,-0.8,3.06,67.6,6.3,1,1,1,2,0,1,20.0,71.1
96.9,671213,669358,L,R,-0.84,1.48,-0.15,3.52,72.1,6.7,2,2,3,2,0,0,36.0,101.8
85.1,686797,669199,L,R,0.58,-0.57,-0.29,1.7,73.5,7.3,7,0,1,1,1,4,-36.0,77.0
89.6,686482,682990,L,R,-1.25,0.43,-0.02,2.08,71.3,7.5,5,0,2,2,1,2,-47.0,77.3
98.8,672761,676979,R,L,1.32,0.68,0.49,1.29,72.3,7.7,14,2,2,2,0,0,-33.0,97.9
88.1,668709,543135,L,R,-1.09,-0.07,-0.45,1.85,71.7,7.7,7,1,0,1,2,1,-18.0,74.9
94.5,656305,668678,R,R,-0.48,1.31,-0.96,3.26,59.5,6.5,11,2,0,0,0,0,9.0,71.4
93.9,700932,641941,L,R,-0.38,1.52,-0.01,2.16,68.9,6.9,5,2,2,1,2,2,21.0,67.8
85.8,663886,543294,R,R,-1.04,0.74,-0.5,1.8,63.7,7.8,7,0,1,0,0,0,27.0,97.1
97.1,682668,683232,R,R,-0.46,1.69,0.49,2.65,75.7,7.5,6,2,1,0,0,2,51.0,84.1
94.1,663457,663941,L,R,-0.69,1.4,0.31,2.48,70.2,5.8,6,1,1,2,1,0,45.0,77.2
81.6,624413,571948,R,L,1.1,-0.08,0.27,1.45,67.2,6.6,14,1,0,2,2,7,0.0,99.7
86.3,668942,683155,L,R,-1.29,0.73,0.54,2.21,66.4,7.2,9,0,1,1,0,0,55.0,71.5
91.5,686668,681517,R,R,0.55,0.18,-0.01,2.76,71.4,7.0,5,2,0,0,10,8,64.0,80.9
91.2,664023,571656,L,R,-1.26,0.69,0.36,3.66,67.0,5.9,12,0,1,2,0,3,54.0,71.1
85.9,686681,687792,L,L,0.01,0.14,-0.8,2.31,71.8,7.3,4,1,0,1,0,0,18.0,84.2
94.0,605137,681810,L,R,-0.85,1.17,-0.94,2.88,62.7,7.3,11,0,1,0,0,11,31.0,82.8
84.8,663457,663941,L,R,0.79,0.21,0.14,3.59,74.0,6.1,12,1,1,1,1,0,17.0,70.2
100.5,645302,671212,R,R,-0.26,1.59,0.93,1.94,61.7,6.0,14,1,3,2,6,0,-20.0,83.6
87.4,676391,677960,R,L,1.38,0.06,0.93,1.67,62.9,7.8,14,0,0,0,0,2,40.0,68.8
85.7,502054,663432,R,R,0.26,0.31,0.57,1.95,72.7,7.9,9,0,2,1,3,0,-23.0,71.6
86.2,682829,668873,L,R,0.31,-0.16,1.32,2.4,74.1,8.0,14,0,0,0,0,0,-5.0,100.4
88.6,645302,519008,R,L,1.5,-0.04,0.54,1.43,67.5,6.4,9,2,1,2,4,3,-24.0,94.6
95.4,621035,664875,R,R,-0.75,0.02,0.11,1.66,67.4,7.0,8,1,1,1,9,2,11.0,101.5
89.1,665828,683003,L,R,0.47,0.17,0.33,3.43,57.6,5.2,12,0,2,2,0,0,18.0,71.7
91.4,701305,594902,R,R,-1.22,0.68,0.24,1.95,73.5,7.0,8,2,3,2,2,2,-54.0,54.7
88.1,571657,622554,R,R,0.55,0.2,1.11,2.75,64.9,7.0,12,0,0,1,2,5,9.0,76.6
87.1,456781,641703,R,R,0.72,0.14,0.54,1.97,65.2,7.2,9,1,2,2,4,1,48.0,72.7
93.8,605141,650633,R,R,-0.27,1.38,0.23,3.66,60.4,5.9,12,2,1,2,1,2,60.0,74.2
95.0,666149,571927,R,L,1.15,0.74,-1.01,2.8,64.6,6.4,11,2,1,2,1,6,-26.0,92.9
93.5,678894,650644,R,R,-1.28,0.9,0.33,3.25,54.9,5.4,3,1,0,2,0,3,23.0,83.0
96.3,680977,677955,L,R,-1.09,0.43,-0.14,1.87,70.3,6.5,8,2,0,1,5,1,-2.0,105.6
85.3,647304,596001,L,R,0.91,0.01,-0.48,2.71,70.1,7.0,1,1,0,0,1,0,5.0,85.2
99.1,680716,671212,R,R,-0.72,1.47,-0.17,2.92,69.2,6.5,5,1,0,1,5,1,20.0,78.7
90.9,543807,608371,R,R,0.21,0.81,0.47,2.8,70.1,7.7,6,1,1,0,2,0,55.0,76.1
88.6,664761,571882,R,R,0.08,0.03,0.01,1.78,77.4,7.8,8,1,2,2,0,2,-10.0,87.8
86.1,672640,661395,R,R,0.6,-1.1,1.39,1.56,62.8,6.9,14,1,2,2,3,8,-34.0,64.4
93.8,664728,608331,L,L,-0.47,0.81,-1.07,1.89,70.0,7.1,13,2,1,0,0,0,-47.0,71.7
96.9,621438,683232,R,R,-0.39,1.57,0.46,2.28,71.8,7.4,6,0,0,1,0,2,34.0,93.9
97.1,695257,690925,R,R,-0.58,1.24,-0.05,3.27,74.6,7.5,2,1,1,1,6,2,69.0,96.3
94.3,672761,647336,L,R,-0.85,1.01,-0.16,3.08,71.3,7.2,2,1,2,0,0,2,86.0,93.5
86.8,683021,687847,R,R,0.45,0.41,0.15,3.28,61.3,5.7,2,2,1,1,8,3,43.0,83.6
87.6,676609,669373,R,L,1.11,0.63,1.15,1.85,62.1,7.2,14,1,1,2,0,0,13.0,93.6
96.4,502054,640448,R,R,-1.08,1.47,-0.34,2.48,67.0,5.6,4,0,0,0,0,0,25.0,74.9
94.4,592669,608331,R,L,-0.37,0.88,-0.72,3.47,72.8,6.5,1,2,1,0,0,2,42.0,66.3
85.1,668670,641302,R,L,0.02,0.71,-0.48,2.89,73.4,7.8,1,1,0,0,0,3,83.0,83.7
82.1,606466,663362,L,R,0.77,0.68,-0.06,2.92,65.6,6.0,5,0,1,2,7,2,45.0,67.4
99.1,643396,656730,R,R,-0.3,1.41,0.38,3.44,64.3,6.1,12,1,1,2,2,7,47.0,85.4
96.6,686765,671737,L,R,-0.34,1.8,0.19,3.22,64.1,6.0,2,0,0,0,0,0,47.0,70.9
93.8,608385,680885,L,R,0.11,0.92,0.55,2.47,73.5,7.7,6,1,0,0,0,3,75.0,64.1
95.2,570482,622663,R,R,-1.18,0.89,-0.77,2.88,74.9,6.4,1,2,0,0,0,0,-3.0,87.8
94.3,681082,674285,L,R,-1.32,0.44,-0.34,2.47,66.0,6.8,4,2,2,1,0,7,47.0,76.8
94.5,680700,601713,L,R,-0.21,1.69,0.53,3.52,61.0,6.0,3,1,2,2,0,0,82.0,66.2
91.5,621438,680885,R,R,0.06,0.8,0.53,1.83,67.4,8.3,9,2,1,1,0,3,31.0,72.0
86.7,521692,571882,R,R,0.12,-0.17,-0.41,1.8,78.0,8.4,7,2,0,0,0,0,-16.0,94.8
88.0,660766,656457,R,L,1.14,1.02,0.12,2.73,76.1,7.4,5,1,3,1,6,0,10.0,110.0
85.8,678662,667463,R,L,0.83,0.23,1.14,2.59,72.7,7.1,12,0,2,0,5,6,55.0,70.0
95.2,572233,702352,R,R,-1.27,0.42,0.37,2.09,75.0,7.4,9,2,1,1,8,2,-13.0,108.0
97.6,657136,682254,R,L,0.84,1.32,0.38,1.88,72.7,6.9,9,1,2,0,2,1,-24.0,106.0
91.8,666149,700241,R,R,-1.07,0.35,-0.48,2.4,68.6,6.5,4,1,0,0,0,3,35.0,72.6
95.6,681624,656945,R,L,0.42,1.36,-0.17,2.75,69.5,6.3,5,1,0,1,2,2,21.0,70.5
92.9,543877,687424,R,R,-0.85,1.49,-0.19,2.73,68.7,6.4,5,2,0,0,8,3,42.0,86.3
83.2,691594,684320,R,R,1.53,-0.17,0.64,1.9,63.1,7.9,9,0,0,2,2,1,10.0,69.4
92.6,641355,607259,L,R,-1.13,1.18,-0.6,2.1,70.0,7.7,7,2,3,1,0,0,55.0,76.7
85.2,641355,656457,L,L,-0.52,-0.34,-0.5,2.24,68.6,7.4,7,1,0,2,10,2,14.0,96.3
89.4,516782,680885,R,R,0.28,-0.23,-0.59,2.22,67.2,6.1,4,1,1,2,0,5,-21.0,68.6
93.2,502110,680885,R,R,-0.04,0.66,-0.15,3.13,69.3,7.8,2,0,0,2,0,2,50.0,73.4
88.4,666139,669724,L,R,-1.11,0.36,-0.39,1.63,73.2,7.6,7,1,1,1,1,3,47.0,68.3
96.1,457705,642547,R,R,-0.37,1.31,0.09,1.74,77.9,8.2,8,0,3,2,0,1,54.0,73.2
89.1,545341,527048,R,L,1.33,0.6,-0.06,1.87,78.1,7.6,8,0,0,0,0,1,31.0,87.9
83.1,672761,686563,L,R,0.9,0.5,-0.04,2.07,73.2,7.5,5,2,3,2,0,5,44.0,96.0
84.1,676475,678495,L,R,0.37,-0.06,0.16,1.24,71.8,8.1,14,0,1,2,6,3,36.0,87.8
90.0,572761,666808,L,R,0.15,0.2,-0.78,2.36,68.3,8.4,7,1,1,1,6,3,-34.0,62.7
73.0,666150,628317,L,R,0.89,-1.18,-0.68,1.33,72.3,7.6,13,1,0,1,5,0,-15.0,90.8
91.9,664770,670174,L,R,0.26,0.38,0.79,1.71,70.6,6.5,9,1,1,0,6,1,24.0,89.8
91.9,519203,621199,L,R,0.21,0.6,0.01,2.96,61.1,5.5,5,0,0,2,3,9,-18.0,88.0
91.3,502054,680730,R,L,0.48,1.49,0.53,2.82,78.3,7.0,6,2,2,1,0,0,-23.0,95.5
92.4,641487,518397,L,L,1.44,0.03,-0.35,1.91,74.5,6.8,7,0,2,1,6,6,-30.0,91.1
87.7,543877,686539,R,R,0.25,-0.17,0.25,2.36,9.7,1.9,5,0,3,2,3,3,44.0,23.4
94.1,669364,701581,L,R,-0.32,1.53,0.25,2.56,59.8,5.6,5,0,0,0,1,0,22.0,76.2
84.7,666310,669854,L,R,-1.18,0.5,0.48,1.34,71.5,8.5,14,0,1,1,0,1,40.0,81.8
79.8,669289,681870,R,L,-0.59,-0.85,-0.52,2.08,63.8,8.3,7,0,2,2,0,1,41.0,79.4
83.0,691406,601713,R,R,1.27,0.5,0.82,3.33,71.4,8.5,3,0,0,1,0,0,59.0,89.2
92.8,666969,669372,R,R,-1.23,0.32,-0.33,2.09,74.2,7.6,7,2,0,0,0,0,-23.0,107.9
78.4,670623,605400,R,R,1.13,-0.83,-0.41,2.31,75.3,8.2,4,0,1,2,0,6,21.0,91.5
75.5,663368,664208,L,R,1.58,-0.72,-0.33,3.02,66.7,7.0,1,0,1,2,0,5,36.0,59.1
87.0,608324,669923,R,R,0.85,-0.61,0.51,2.06,72.3,7.1,9,0,0,1,0,0,-4.0,94.3
92.4,670042,683155,L,R,-0.75,1.4,-0.09,3.02,79.1,7.0,2,2,1,1,0,0,13.0,78.1
92.4,676070,660761,R,L,0.74,1.42,0.06,2.88,71.8,6.7,2,2,1,1,2,0,45.0,90.8
94.4,680977,694738,L,R,-1.46,0.44,0.34,2.71,67.5,5.5,6,0,0,0,0,0,28.0,69.3
97.1,665750,670871,L,R,-1.38,0.38,-0.22,2.23,62.0,8.7,8,1,1,2,5,0,58.0,76.1
96.8,694671,686799,R,R,-1.15,0.17,0.02,2.22,77.3,7.0,8,2,0,1,0,0,-25.0,87.9
94.0,680474,677958,R,R,-1.49,0.51,-0.85,2.59,54.2,5.4,11,2,2,2,2,0,-17.0,66.2
90.7,678009,686752,L,R,0.24,1.12,1.08,2.33,73.1,7.9,14,1,1,2,0,0,60.0,79.3
87.1,683021,687847,R,R,0.28,0.3,-0.66,2.35,55.6,6.2,4,2,1,2,8,3,25.0,81.7
94.9,702616,805673,L,R,-0.8,1.38,-0.18,3.06,71.1,6.8,2,0,2,2,0,0,32.0,77.1
87.1,681393,701581,R,R,0.08,0.12,0.67,2.59,73.4,7.5,6,0,0,1,2,0,-67.0,52.7
90.2,672820,542881,R,L,0.21,1.53,0.64,3.28,71.4,6.7,3,1,1,0,2,0,15.0,88.8
95.5,679529,655889,R,R,-1.14,0.74,0.18,2.05,74.7,7.6,8,1,2,1,3,1,42.0,94.7
84.6,687462,678394,L,R,1.25,-0.2,0.64,1.6,77.3,8.4,9,0,1,0,0,0,-15.0,76.6
88.0,686482,682990,L,R,-1.21,0.28,-0.17,3.19,64.9,7.0,2,0,3,2,1,2,69.0,84.0
89.3,457759,519151,R,R,0.24,0.3,0.73,1.81,61.8,6.9,9,1,2,2,3,4,50.0,76.0
92.9,665742,621199,L,R,-1.38,0.31,-0.41,3.4,73.7,6.5,11,1,2,1,3,9,58.0,90.4
94.1,676391,690916,R,R,-0.12,1.53,0.48,2.32,67.9,6.2,6,1,0,0,1,0,20.0,75.1
76.1,666310,434378,L,R,0.54,-1.27,0.11,2.11,72.8,8.2,5,0,0,1,2,4,-20.0,80.0
79.5,592450,543056,R,L,-0.96,-0.68,-0.52,2.63,69.3,8.0,4,1,0,0,3,8,3.0,92.4
89.3,547180,624522,L,R,-0.36,0.3,-0.63,0.93,72.5,7.7,13,2,1,2,8,5,22.0,75.7
85.9,678662,607455,R,L,-0.05,-0.19,-0.11,1.83,66.7,7.4,8,1,1,2,0,0,-9.0,86.6
84.5,669127,676106,R,R,0.4,0.27,0.17,1.89,79.1,7.6,8,1,0,0,0,0,34.0,56.7
93.7,666969,669372,R,R,-1.29,0.4,-0.23,1.92,71.5,6.7,8,1,0,0,0,3,11.0,103.3
85.0,665804,695076,R,R,0.4,-0.05,0.67,1.46,67.3,7.8,14,0,0,2,0,0,-52.0,68.0
88.0,700250,663559,L,L,-0.1,0.79,-0.15,1.99,72.9,7.5,8,2,2,1,2,0,-17.0,81.6
77.1,663697,592791,R,R,1.06,-0.28,0.11,2.11,70.8,7.8,5,0,1,2,0,0,-17.0,85.5
93.6,682177,669854,L,R,-0.58,1.38,0.42,2.3,69.5,6.6,6,1,2,1,0,1,19.0,74.6
96.9,680776,671737,L,R,-0.24,1.64,0.63,2.0,73.2,7.9,9,0,0,0,0,0,60.0,67.8
93.0,543807,641312,R,R,0.47,1.05,-0.07,3.43,72.5,7.2,2,2,0,0,5,14,78.0,88.2
95.9,642020,680744,R,R,-0.76,1.62,-0.12,3.11,72.3,6.6,2,0,3,2,2,0,52.0,72.4
97.6,608070,650556,L,R,-0.28,1.47,-0.17,2.63,74.4,6.9,5,2,1,1,0,5,-20.0,82.5
93.7,571771,663773,R,R,-1.36,0.61,-0.88,2.04,73.7,7.4,13,2,1,1,5,2,9.0,101.2
83.7,681351,605121,R,R,1.28,-0.16,-0.7,2.33,61.4,6.0,4,0,0,1,2,3,30.0,90.1
93.7,668930,663559,L,L,0.16,1.59,-0.64,2.57,72.2,6.5,4,1,1,2,4,2,27.0,90.9
95.4,672695,663546,L,R,-1.45,0.3,0.03,3.01,63.5,5.8,2,2,3,2,4,1,25.0,94.2
95.1,670042,686613,L,R,0.21,1.18,-0.08,3.29,72.3,6.0,2,2,2,2,1,0,22.0,78.1
81.4,621028,806185,R,R,0.64,-1.12,0.76,1.83,63.2,7.1,9,2,0,1,2,4,-31.0,65.1
93.0,668670,694363,R,L,0.97,0.93,-0.51,2.07,71.5,7.6,7,2,1,2,2,1,-23.0,79.7
90.0,679032,657006,R,L,-0.03,1.22,-0.18,3.33,63.0,5.8,2,2,0,0,2,6,-10.0,97.6
90.4,676609,663947,R,L,0.27,1.34,-0.43,1.86,68.6,6.1,7,0,0,1,1,5,-12.0,65.2
96.5,647304,623352,L,L,0.54,1.62,-0.94,3.04,67.5,7.4,11,0,2,2,0,5,33.0,75.2
84.9,670623,650911,R,L,0.15,-0.32,0.47,1.28,74.0,8.4,14,2,0,1,3,5,24.0,79.5
90.3,682998,681810,L,R,-0.37,0.44,0.41,2.41,76.2,7.7,6,1,1,1,0,11,18.0,114.3
88.9,691026,694738,R,R,-1.23,-0.09,-1.25,1.87,68.8,7.5,13,1,0,2,1,0,-28.0,93.2
93.5,570482,621242,R,R,-1.05,1.21,0.64,2.53,73.4,8.0,6,1,1,0,3,6,-36.0,65.0
87.9,502110,607067,R,R,-1.13,0.73,-0.42,1.89,75.2,9.6,7,0,1,1,3,0,-23.0,71.6
93.1,668930,640455,L,L,1.18,0.9,0.03,3.06,61.7,5.0,2,0,1,2,0,0,-13.0,99.5
92.9,672580,680730,R,L,0.35,1.55,-0.28,3.39,61.5,5.7,1,1,0,1,0,0,44.0,71.9
78.8,677951,571578,R,L,-0.14,0.12,0.21,1.92,77.4,8.0,8,0,0,0,4,4,70.0,63.6
96.8,606115,623211,R,R,-1.12,0.75,0.22,2.24,74.8,8.4,5,1,2,0,5,0,-40.0,87.4
89.7,670764,689225,L,R,-1.15,0.38,-1.03,1.88,65.9,7.9,13,1,1,2,3,2,-27.0,56.6
83.9,686681,656550,L,R,0.27,-0.38,-0.16,2.15,72.0,7.3,5,0,2,1,4,2,42.0,95.4
86.4,682626,680885,R,R,0.44,-0.4,-0.01,2.11,72.3,6.6,5,0,0,1,0,0,-28.0,99.7
88.8,660821,643377,L,R,1.29,-0.15,0.75,1.5,80.6,7.8,14,2,0,1,4,1,4.0,108.8
93.1,663993,672282,L,L,0.62,1.61,-0.67,2.35,68.1,7.6,4,1,2,1,4,1,22.0,76.7
89.5,672761,664076,R,L,-0.51,0.04,0.26,2.01,66.7,6.3,5,0,1,1,2,3,-1.0,92.3
97.1,656775,641154,L,R,-0.45,1.18,0.65,2.27,68.1,7.4,6,0,1,2,2,0,79.0,65.0
94.0,678662,689017,R,R,-0.44,1.38,0.5,2.15,74.0,7.6,6,2,0,1,1,0,43.0,100.4
89.8,663457,607536,L,L,0.75,1.06,0.63,3.43,78.1,6.7,3,1,0,0,0,0,22.0,105.7
90.8,663853,687330,R,R,-1.46,-0.08,0.32,1.73,82.8,7.0,9,0,1,2,2,7,-45.0,74.3
86.7,656941,665871,L,R,0.47,0.42,1.07,2.57,80.8,8.3,12,2,2,1,5,3,-6.0,81.1
78.8,682829,683769,L,R,-1.73,0.81,-0.4,2.48,71.1,7.9,4,2,2,1,1,6,28.0,75.9
93.3,669127,676106,R,R,-1.31,1.14,-0.19,2.45,73.1,7.2,5,2,3,1,0,0,68.0,76.1
86.5,573262,571945,L,R,0.42,0.3,-0.03,2.71,72.2,7.5,5,2,0,1,2,1,24.0,106.3
85.0,571448,656234,R,R,0.95,0.22,0.24,1.34,69.9,8.5,14,1,0,2,7,3,23.0,94.7
86.9,669394,687922,R,L,0.8,0.84,0.65,3.02,70.1,6.8,3,0,2,2,9,4,2.0,99.5
83.8,680776,669358,L,R,0.91,-1.0,0.3,1.63,75.3,7.7,9,1,0,1,1,2,-3.0,88.0
81.4,681351,683568,R,R,0.46,-0.42,-0.28,1.83,61.7,8.2,7,1,0,2,0,7,-23.0,91.0
94.2,691026,694738,R,R,-1.49,0.36,0.51,3.37,61.7,6.2,3,1,3,2,2,3,45.0,80.7
98.2,665487,660813,R,R,-1.42,0.74,-1.1,2.66,74.4,6.8,13,1,1,0,4,1,18.0,68.7
87.2,666624,663554,R,R,0.22,0.09,0.18,2.47,67.6,8.4,5,1,1,1,2,0,-47.0,66.6
77.7,696285,605400,R,R,1.26,-0.67,-0.29,2.65,64.9,6.8,4,1,2,2,1,6,17.0,93.4
96.6,578428,678226,R,R,-0.79,1.36,0.11,1.85,72.6,6.6,8,1,1,0,0,1,27.0,89.7
94.3,666139,669724,L,R,-1.25,0.49,0.37,2.12,77.3,7.0,9,1,1,0,1,3,45.0,76.4
80.3,664770,670124,L,R,0.5,-1.12,-0.52,1.67,78.4,7.0,7,2,2,1,4,9,-14.0,83.6
88.1,650333,518876,L,R,-1.24,-0.06,0.13,2.08,77.5,6.9,5,0,1,1,4,2,-36.0,69.7
97.1,607043,680885,L,R,-0.4,1.14,-0.26,2.96,74.5,7.1,2,1,2,0,0,0,53.0,96.9
78.5,666185,681857,L,R,0.7,-1.0,-0.54,1.62,60.7,7.2,7,1,0,0,2,0,31.0,65.1
87.5,645277,679525,R,R,0.36,-0.23,0.5,1.14,61.6,7.7,14,1,0,0,1,3,-24.0,74.6
89.7,673357,628317,R,R,-0.66,0.88,-0.35,3.16,74.6,6.5,1,0,0,0,2,0,46.0,80.9
81.8,671218,668678,R,R,0.29,-0.47,-0.05,1.92,77.7,7.2,8,1,0,0,1,5,-20.0,70.8
80.6,682868,670046,R,L,0.7,0.7,0.18,2.28,74.3,8.5,5,2,1,1,7,0,23.0,103.4
97.5,691176,622554,L,R,-0.2,1.13,0.04,3.02,70.6,6.3,2,1,1,1,3,5,31.0,74.5
94.4,677951,608331,R,L,0.04,0.64,-0.01,3.39,64.8,5.3,2,0,2,1,0,2,5.0,103.7
90.5,663527,674003,R,L,0.27,1.56,-0.53,2.77,70.8,6.8,4,2,1,1,1,5,68.0,82.2
93.5,666624,669711,R,R,-1.51,0.27,0.05,2.47,70.4,7.2,5,1,0,1,4,1,-65.0,62.5
92.3,681351,642520,R,R,-1.21,0.55,-0.4,2.36,70.8,7.0,4,1,1,0,7,2,30.0,85.5
96.8,677800,656876,L,R,-0.27,1.26,0.59,2.58,75.8,6.3,6,2,0,1,2,7,-26.0,74.2
88.9,694377,668964,R,R,0.21,0.95,0.1,2.52,77.8,7.3,5,0,1,0,1,3,29.0,96.7
91.6,669364,686973,L,R,-1.28,0.57,-1.2,2.47,53.3,5.9,11,0,1,2,3,2,18.0,37.5
94.2,691016,683004,L,R,-0.71,1.36,-0.05,2.2,77.1,7.5,5,2,1,0,3,0,-25.0,108.8
83.4,695578,666142,L,L,0.02,-0.12,-0.17,2.49,74.8,7.7,5,2,0,1,0,0,4.0,104.1
92.0,595909,676508,L,R,-0.5,1.15,0.78,1.99,69.9,7.2,9,1,2,1,1,6,3.0,88.9
95.6,669127,600917,R,R,-0.25,1.54,0.7,3.54,66.4,7.0,12,1,1,2,1,5,41.0,76.4
95.3,621493,683568,R,R,-1.33,1.26,-0.32,2.41,72.5,7.2,4,2,2,2,0,7,-1.0,102.7
82.3,669242,605397,L,R,1.32,-0.24,0.19,2.51,71.9,7.1,5,1,1,1,0,1,-29.0,67.8
95.9,671277,554430,L,R,-1.0,1.14,0.35,2.9,69.3,6.1,3,0,0,1,0,0,40.0,87.0
92.3,514888,658648,R,R,-0.03,1.12,0.35,2.07,72.6,7.9,6,0,2,1,5,0,70.0,82.4
88.4,678877,458677,R,L,-0.2,-0.13,-0.33,1.42,83.2,7.9,13,1,1,2,4,1,-36.0,104.3
84.8,666624,682990,R,R,0.4,-0.27,0.43,2.08,72.4,7.7,9,2,0,1,0,0,30.0,95.0
75.8,595777,656427,L,R,1.13,-0.46,-1.06,2.36,65.7,6.8,13,2,1,0,3,3,53.0,67.7
82.7,571657,678368,R,R,-1.28,0.35,-1.2,2.31,67.8,7.0,13,1,2,2,0,1,13.0,100.5
87.8,686797,656353,R,L,-0.62,0.49,-0.28,2.66,71.9,6.8,4,0,1,2,0,8,-7.0,102.4
94.1,665742,681347,L,R,-0.93,1.35,-1.0,3.02,70.5,7.2,11,0,3,1,1,6,29.0,105.9
94.3,670770,676440,L,R,-0.5,1.38,-0.58,2.11,72.4,7.1,4,1,0,0,0,3,20.0,66.9
82.6,593871,657571,R,L,-0.34,-0.31,0.95,2.57,65.0,6.4,12,0,0,2,5,1,44.0,77.2
92.9,641598,664285,R,L,1.17,0.55,-0.94,2.69,66.5,5.8,11,0,3,2,3,4,-21.0,59.9
96.2,678246,663554,R,R,-0.8,1.37,-0.48,3.21,63.4,6.9,1,2,1,0,5,4,51.0,71.3
91.4,669394,623437,R,R,-1.43,0.3,-0.99,2.54,87.7,7.5,11,2,1,1,3,8,22.0,113.5
94.1,687093,670102,R,R,-0.33,1.56,0.85,3.09,64.1,7.1,12,1,1,2,0,0,35.0,74.1
94.0,671277,621383,L,L,-0.02,1.07,-0.17,1.78,68.7,7.5,8,2,2,2,9,1,15.0,80.8
87.8,683734,669724,R,R,0.2,0.18,0.26,1.76,64.5,8.0,8,2,1,2,0,0,67.0,82.2
81.0,573262,668678,L,R,0.1,-0.72,-0.09,0.99,79.3,8.3,13,0,0,0,1,3,-6.0,88.1
89.1,669911,680736,R,L,-0.17,0.18,-0.36,2.33,70.8,8.1,7,0,2,2,2,8,36.0,69.6
87.6,457705,668964,R,R,0.3,1.0,0.64,2.72,73.8,7.8,6,2,1,0,0,0,36.0,82.0
